"date","name","description","type","locations"
"1980-12-17","Wright Brothers Day","The Wright Brothers Day is annually celebrated in the United States on December 17 to commemorate the historic flight made by Orville and Wilbur Wright on that date in 1903.","Observance","All"
"1980-12-21","December Solstice",NA,"Season","All"
"1980-12-24","Christmas Eve","Christmas Eve in the United States is on December 24 each year.","Observance, Christian","All"
"1980-12-25","Christmas Day","Christmas Day celebrates Jesus Christ's birth.","National holiday, Christian","All"
"1980-12-26","Kwanzaa (first day)","Kwanzaa is a week-long holiday honoring the culture and traditions of African people and their descendants worldwide, especially in the United States.","Observance","All"
"1980-12-31","New Year's Eve","New Year's Eve is the last day of the year in the Gregorian calendar. Many parties to welcome the New Year are held in in the United States on New Year's Eve.","Observance","All"
"1981-01-01","New Year's Day","New Year's Day is the first day of the Gregorian calendar, which is widely used in many countries such as the USA.","National holiday","All"
"1981-01-06","Epiphany","Many people in the United States annually observe Epiphany, or Three Kings’ Day, on January 6. It is a Christian observance and a public holiday in the US Virgin Islands.","Christian","All"
"1981-01-07","Orthodox Christmas Day","Many Orthodox Christian churches in countries such as the United States observe Christmas Day on or near January 7 in the Gregorian calendar.","Orthodox","All"
"1981-01-11","Chicago Marathon","The Chicago Marathon is one of the six World Marathon Majors and is held annually in October.","Sporting event","All"
"1981-01-13","Stephen Foster Memorial Day","Stephen Foster Memorial Day is annually observed in the United States on January 13. The day remembers the achievements of Stephen Foster, who is known as the “father of American music”.","Observance","All"
"1981-01-14","Orthodox New Year","Many Orthodox Christian churches in countries such as the United States celebrate New Year’s Day on January 14 in the Gregorian calendar.","Orthodox","All"
"1981-01-18","The Prophet's Birthday","Eid Milad ul-Nabi (Mawlid or Milad-un-Nabi) commemorates the Prophet Muhammed's birthday.","Muslim","All"
"1981-01-19","Robert E. Lee's Birthday","Robert E. Lee’s birthday is an annual official state holiday that is shared with Martin Luther King’s birthday in some parts of the US.","Local holiday","AR"
"1981-01-19","Robert E. Lee's Birthday","Robert E. Lee’s birthday is an annual official state holiday that is shared with Martin Luther King’s birthday in some parts of the US.","Local holiday","AL"
"1981-01-19","Robert E. Lee's Birthday","Robert E. Lee’s birthday is an annual official state holiday that is shared with Martin Luther King’s birthday in some parts of the US.","Local holiday","All"
"1981-01-19","Confederate Heroes' Day","On Confederate Memorial Day remembers the soldiers who died fighting for the Confederate States of America during the American Civil War (1861-1865). It is a state holiday in some parts of the United States.","Local holiday","TX"
"1981-01-19","Lee-Jackson Day","Lee-Jackson Day is an annual state holiday in Virginia, the United States, on the Friday before Martin Luther King Day in January.","Local holiday","VA"
"1981-01-20","Tu Bishvat/Tu B'Shevat","Tu B’Shevat is known as the “New Year for Trees”, is a Jewish festival similar to Arbor Day.","Hebrew","All"
"1981-01-20","Inauguration Day","On Inauguration Day, the president and vice-president of the United States of America are sworn in and take office.","Local holiday","DC, LA, MD, VA"
"1981-01-25","World Leprosy Day","World Leprosy Day brings awareness of leprosy, also known as Hansen's disease, and ways to prevent the disease.","Worldwide observance","All"
"1981-01-25","Super Bowl","The Super Bowl is the championship game of the National Football League (NFL) in the United States. It is played every year in February.","Sporting event","All"
"1981-01-29","Kansas Day","Kansas Day is an annual observance that commemorates the state's admission to the Union in 1861.","Observance","All"
"1981-02-01","National Freedom Day","National Freedom Day in the United States is observed on February 1 each year.","Observance","All"
"1981-02-02","Groundhog Day","Many people in the United States observe Groundhog Day on February 2.","Observance","All"
"1981-02-05","Chinese New Year","Chinese New Year marks the first day of the New Year in the Chinese calendar.","Observance","All"
"1981-02-12","Lincoln's Birthday","Lincoln’s Birthday is observed in the United States in honor of Abraham Lincoln, who was the nation’s 16th president and was known as the Great Emancipator.","Local holiday","CA, CT, IL, NJ, NY, MO"
"1981-02-13","Friday the 13th","Friday the 13th is a day full of superstitious beliefs in communities worldwide.","Worldwide observance","All"
"1981-02-14","Valentine's Day","Valentine's Day is an occasion to celebrate romantic love.","Observance","All"
"1981-02-14","Statehood Day",NA,"Local observance","AZ"
"1981-02-15","Susan B. Anthony's Birthday","Susan B Anthony Day is an national American observance that is legally recognized in some states.","Local observance","WI"
"1981-02-16","Presidents' Day","Washington's Birthday, or Presidents' Day, honors the life and work of the first president of the United States, George Washington.","National holiday","All except DE, GA, IN, IA, KS, KY, LA, NM, NC, RI, WI"
"1981-03-01","St. David's Day","Many Welsh communities in the United States celebrate the life of their patron saint, St David, and their links with Wales on St David’s Day.","Observance, Christian","All"
"1981-03-02","Texas Independence Day","Texas Independence Day is a legal holiday in Texas, in the United States.","Local holiday","TX"
"1981-03-02","Casimir Pulaski Day","Casimir Pulaski Day is a day off for some schools and offices in Illinois, USA, on the first Monday of March each year.","Local observance","IL (community)"
"1981-03-03","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Local holiday","LA"
"1981-03-03","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Observance, Christian","All"
"1981-03-03","Shrove Tuesday/Mardi Gras","Shrove Tuesday is traditionally known as the day prior to Lent but it also serves as a day of celebration, known as Mardi Gras.","Local holiday","AL (partly)"
"1981-03-03","Town Meeting Day","The state of Vermont, in the USA, holds its Town Meeting Day on the first Tuesday of March each year.","Local holiday","VT"
"1981-03-04","Ash Wednesday","Ash Wednesday is a Christian observance that marks the first day of Lent, which is prior to Easter.","Christian","All"
"1981-03-08","International Women's Day","International Women’s Day celebrates women’s achievements worldwide and throughout history.","United Nations observance","All"
"1981-03-13","Friday the 13th","Friday the 13th is a day full of superstitious beliefs in communities worldwide.","Worldwide observance","All"
"1981-03-17","St. Patrick's Day","St Patrick's Day marks the life and deeds of St Patrick, one of Ireland's patron saints. It is an Irish-American celebration in the USA.","Observance, Christian","All"
"1981-03-17","Evacuation Day","Evacuation Day in Suffolk County, Massachusetts, commemorates the first major American military victory in the Revolutionary War, which saw the British troops evacuate Boston.","Local holiday","MA (partly)"
"1981-03-20","Purim","Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.","Hebrew","All"
"1981-03-20","March Equinox",NA,"Season","All"
"1981-03-21","International Day for the Elimination of Racial Discrimination","The United Nations’ (UN) International Day for the Elimination of Racial Discrimination is annually observed on March 21.","United Nations observance","All"
"1981-03-23","World Meteorological Day","World Meteorological Day marks the anniversary of the World Meteorological Organization's establishment on March 23, 1950.","United Nations observance","All"
